model,year,price,transmission,mileage,tax,mpg,fuelType,engineSize
 Focus,2017.0, 13495,Automatic,3000,145,51.4,Petrol,1.0
 Focus,2016.0, 11995,Automatic,13000,20,67.3,Diesel,1.5
 Focus,2020.0, 19995,Automatic,500,150,50.4,Petrol,1.0
 Focus,2015.0, 13495,Automatic,11600,150,46.3,Petrol,1.5
 Focus,2017.0, 11500,Automatic,27348,145,46.3,Petrol,1.498
 Focus,2016.0, 11900,Manual,30898,20,67.3,Diesel,1.997
 Focus,2016.0, 7900,Manual,61111,0,74.3,Diesel,1.499
 Focus,2017.0, 9300,Automatic,56539,145,74.3,Diesel,1.499
 Focus,2018.0, 12300,Manual,29568,145,80.7,Diesel,1.499
 Focus,2017.0, 8000,Manual,51378,145,60.1,Petrol,0.999
 Focus,2019.0, 19390,Automatic,9439,,,Diesel,1.5
 Focus,2019.0, 16035,Manual,9943,,,Petrol,1.0
 Focus,2019.0, 15540,Manual,8188,,,Diesel,1.5
 Focus,2019.0, 15335,Manual,10589,,,Petrol,1.0
 Focus,2019.0, 16425,Manual,15272,,,Petrol,1.0
 Focus,2019.0, 15940,Manual,13789,,,Diesel,1.5
 Focus,2019.0, 21420,Automatic,3655,,,Diesel,2.0
 Focus,2019.0, 20300,Automatic,7555,,,Diesel,1.5
 Focus,2019.0, 16040,Manual,13737,,,Petrol,1.0
 Focus,2019.0, 16400,Manual,13706,,,Petrol,1.0
 Focus,2019.0, 17300,Automatic,7426,,,Petrol,1.0
 Focus,2019.0, 16395,Manual,11594,,,Diesel,1.5
 Focus,2019.0, 16655,Manual,12119,,,Petrol,1.5
 Focus,2019.0, 15335,Manual,13762,,,Petrol,1.0
 Focus,2019.0, 15235,Manual,12811,,,Petrol,1.0
 Focus,2019.0, 15335,Manual,13797,,,Petrol,1.0
 Focus,2019.0, 15435,Manual,11645,,,Petrol,1.0
 Focus,2019.0, 14510,Manual,13545,,,Petrol,1.0
 Focus,2019.0, 20950,Automatic,6428,,,Diesel,2.0
 Focus,2019.0, 19175,Automatic,10370,,,Diesel,1.5
 Focus,2015.0, 7500,Manual,53130,,,Petrol,1.0
 Focus,2016.0, 10250,Manual,29705,,,Petrol,1.0
 Focus,2019.0, 16000,Automatic,5367,,,Petrol,1.0
 Focus,2019.0, 22000,Automatic,4855,,,Diesel,2.0
 Focus,2020.0, 18500,Manual,100,,,Petrol,1.0
 Focus,2018.0, 12900,Manual,9022,,,Petrol,1.0
 Focus,2016.0, 10000,Manual,19785,,,Petrol,1.0
 Focus,2013.0, 6500,Manual,57029,,,Petrol,1.0
 Focus,2016.0, 10500,Automatic,26000,30,64.2,Diesel,2.0
 Focus,2009.0, 2950,Manual,68500,205,42.2,Petrol,1.6
 Focus,2015.0, 8000,Manual,65000,,,Diesel,1.5
 Focus,2017.0, 11250,Manual,41495,,,Diesel,1.5
 Focus,2018.0, 13500,Manual,11382,,,Petrol,1.0
 Focus,2017.0, 10750,Manual,25519,,,Diesel,1.5
 Focus,2017.0, 11000,Manual,17339,,,Petrol,1.0
 Focus,2019.0, 21570,Automatic,8566,,,Diesel,2.0
 Focus,2019.0, 21680,Automatic,7846,,,Diesel,2.0
 Focus,2019.0, 20480,Manual,4711,,,Petrol,1.5
 Focus,2019.0, 17500,Automatic,12877,,,Petrol,1.0
 Focus,2019.0, 19375,Manual,7021,,,Diesel,1.5
 Focus,2019.0, 15940,Manual,13752,,,Diesel,1.5
 Focus,2019.0, 16090,Manual,10805,,,Diesel,1.5
 Focus,2019.0, 16950,Manual,11883,,,Petrol,1.0
 Focus,2019.0, 14090,Manual,11536,,,Petrol,1.0
 Focus,2019.0, 16450,Manual,12677,,,Petrol,1.0
 Focus,2019.0, 15885,Manual,12062,,,Petrol,1.0
 Focus,2019.0, 16040,Manual,11834,,,Diesel,1.5
 Focus,2019.0, 28805,Manual,974,,,Petrol,2.3
 Focus,2019.0, 28930,Manual,2950,,,Petrol,2.3
 Focus,2019.0, 28755,Manual,3796,,,Petrol,2.3
 Focus,2019.0, 18225,Manual,3230,,,Petrol,1.0
 Focus,2019.0, 16400,Manual,13240,,,Petrol,1.0
 Focus,2019.0, 16350,Manual,14410,,,Petrol,1.0
 Focus,2019.0, 18330,Manual,10503,,,Diesel,1.5
 Focus,2019.0, 15885,Manual,12624,,,Petrol,1.0
 Focus,2019.0, 16635,Automatic,9675,,,Petrol,1.0
 Focus,2019.0, 16700,Manual,7590,,,Petrol,1.0
 Focus,2019.0, 16840,Manual,7358,,,Petrol,1.0
 Focus,2019.0, 16400,Manual,13816,,,Petrol,1.0
 Focus,2019.0, 17150,Automatic,10472,,,Petrol,1.0
 Focus,2017.0, 18500,Manual,10960,,,Petrol,2.0
 Focus,2015.0, 8000,Manual,65000,,,Diesel,1.5
 Focus,2017.0, 11250,Manual,41495,,,Diesel,1.5
 Focus,2018.0, 13500,Manual,11382,,,Petrol,1.0
 Focus,2017.0, 10750,Manual,25519,,,Diesel,1.5
 Focus,2017.0, 11000,Manual,17339,,,Petrol,1.0
 Focus,2017.0, 12000,Automatic,15238,,,Petrol,1.0
 Focus,2017.0, 13000,Manual,12456,,,Petrol,1.0
 Focus,2018.0, 11000,Manual,48961,,,Petrol,1.0
 Focus,2017.0, 11000,Manual,23500,,,Petrol,1.0
 Focus,2015.0, 6975,Manual,79347,0,67.3,Diesel,1.5
 Focus,2011.0, 5925,Manual,46054,145,47.9,Petrol,1.6
 Focus,2015.0, 8100,Manual,37252,20,67.3,Diesel,1.6
 Focus,2017.0, 8950,Manual,46994,20,61.4,Petrol,1.0
 Focus,2017.0, 9200,Manual,46249,145,61.4,Petrol,1.0
 Focus,2016.0, 9313,Manual,42740,20,60.1,Petrol,1.0
 Focus,2014.0, 6695,Manual,65000,20,67.3,Diesel,1.56
 Focus,2009.0, 3295,Manual,80000,235,40.4,Petrol,1.8
 Focus,2017.0, 12995,Automatic,2000,145,51.4,Petrol,1.0
 Focus,2017.0, 12495,Automatic,4000,160,44.8,Petrol,1.6
 Focus,2019.0, 28730,Manual,6108,,,Petrol,2.3
 Focus,2019.0, 18695,Manual,2712,,,Petrol,1.5
 Focus,2019.0, 20905,Automatic,1904,,,Diesel,1.5
 Focus,2019.0, 20435,Manual,3003,,,Petrol,1.5
 Focus,2017.0, 12500,Manual,20668,20,61.4,Petrol,1.0
 Focus,2017.0, 12000,Automatic,15238,125,51.4,Petrol,1.0
 Focus,2015.0, 7500,Manual,53130,,,Petrol,1.0
 Focus,2016.0, 10250,Manual,29705,,,Petrol,1.0
 Focus,2019.0, 16000,Automatic,5367,,,Petrol,1.0
 Focus,2016.0, 10000,Manual,19785,,,Petrol,1.0
 Focus,2019.0, 22000,Automatic,4855,,,Diesel,2.0
 Focus,2013.0, 6500,Manual,57029,,,Petrol,1.0
 Focus,2015.0, 9000,Manual,22331,20,61.4,Petrol,1.0
 Focus,2018.0, 17945,Manual,8270,145,41.5,Petrol,1.999
 Focus,2017.0, 15980,Manual,8144,145  ,41.5,Petrol,1.999
 Focus,2018.0, 14500,Automatic,22587,,,Petrol,1.0
 Focus,2019.0, 19500,Manual,3000,,,Diesel,1.5
 Focus,2016.0, 16000,Manual,19834,,,Petrol,2.0
 Focus,2017.0, 11750,Manual,32746,,,Diesel,1.5
 Focus,2017.0, 14000,Automatic,9137,,,Petrol,1.0
 Focus,2019.0, 14610,Manual,11427,,,Petrol,1.0
 Focus,2019.0, 14460,Manual,14021,,,Petrol,1.0
 Focus,2019.0, 14660,Manual,10874,,,Petrol,1.0
 Focus,2019.0, 14510,Manual,13931,,,Petrol,1.0
 Focus,2019.0, 15935,Manual,11291,,,Petrol,1.0
 Focus,2019.0, 14560,Manual,12503,,,Petrol,1.0
 Focus,2019.0, 16950,Manual,11939,,,Petrol,1.0
 Focus,2019.0, 14760,Manual,8919,,,Petrol,1.0
 Focus,2019.0, 28580,Manual,1725,,,Petrol,2.3
 Focus,2019.0, 19330,Automatic,825,,,Diesel,1.5
 Focus,2016.0, 13998,Manual,24895,20,67.3,Diesel,2.0
 Focus,2017.0, 17998,Manual,9066,145,41.5,Petrol,2.0
 Focus,2018.0, 14495,Manual,17030,145,57.7,Petrol,1.0
 Focus,2016.0, 8995,Manual,22493,20,60.1,Petrol,1.0
 Focus,2016.0, 11495,Manual,29900,0,74.3,Diesel,1.5
 Focus,2015.0, 10995,Manual,13791,125,51.4,Petrol,1.5
 Focus,2018.0, 19995,Manual,10923,145,67.3,Diesel,2.0
 Focus,2016.0, 10995,Manual,30923,0,74.3,Diesel,1.5
 Focus,2017.0, 11995,Manual,23469,125,51.4,Petrol,1.5
 Focus,2015.0, 8498,Manual,47219,0,74.3,Diesel,1.5
 Focus,2018.0, 12998,Manual,16081,150,57.7,Petrol,1.0
 Focus,2019.0, 16998,Manual,10476,145,60.1,Petrol,1.0
 Focus,2017.0, 13998,Semi-Auto,4735,125,51.4,Petrol,1.0
 Focus,2016.0, 10995,Manual,30923,0,74.3,Diesel,1.5
 Focus,2015.0, 13200,Manual,32000,20,67.3,Diesel,2.0
 Focus,2017.0, 10998,Manual,28001,145,60.1,Petrol,1.0
 Focus,2018.0, 10998,Manual,26648,145,61.4,Petrol,1.0
 Focus,2016.0, 9998,Manual,26399,0,74.3,Diesel,1.5
 Focus,2019.0, 16998,Manual,20647,145,60.1,Petrol,1.0
 Focus,2017.0, 18498,Manual,14441,145,41.5,Petrol,2.0
 Focus,2018.0, 13998,Manual,13401,145,60.1,Petrol,1.0
 Focus,2019.0, 15998,Manual,12794,145,74.3,Diesel,1.5
 Focus,2019.0, 15495,Manual,5600,145,60.1,Petrol,1.0
 Focus,2014.0, 7498,Manual,47566,30,56.5,Petrol,1.0
 Focus,2017.0, 17698,Manual,14557,145  ,41.5,Petrol,2.0
 Focus,2017.0, 11498,Semi-Auto,30917,125,51.4,Petrol,1.0
 Focus,2017.0, 12798,Manual,22153,145,74.3,Diesel,1.5
 Focus,2016.0, 24995,Manual,7997,235,36.7,Petrol,2.3
 Focus,2018.0, 18298,Manual,21456,145,67.3,Diesel,2.0
 Focus,2015.0, 9198,Manual,31512,0,74.3,Diesel,1.5
 Focus,2016.0, 8498,Manual,51656,0,74.3,Diesel,1.5
 Focus,2018.0, 15798,Manual,4534,145,58.9,Petrol,1.0
 Focus,2016.0, 10298,Manual,15510,0,74.3,Diesel,1.5
 Focus,2017.0, 10498,Manual,42002,20,60.1,Petrol,1.0
 Focus,2015.0, 7994,Manual,64612,20,67.3,Diesel,1.6
 Focus,2020.0, 19998,Manual,4000,145,74.3,Diesel,1.5
 Focus,2020.0, 19489,Manual,5000,145,74.3,Diesel,1.5
 Focus,2019.0, 14998,Manual,7000,145,58.9,Petrol,1.0
 Focus,2018.0, 11999,Manual,6691,145,61.4,Petrol,1.0
 Focus,2019.0, 16998,Automatic,8703,145,40.9,Petrol,1.5
 Focus,2019.0, 14799,Manual,6249,145,60.1,Petrol,1.0
 Focus,2019.0, 14799,Manual,8560,145,60.1,Petrol,1.0
 Focus,2019.0, 14998,Manual,7000,145,58.9,Petrol,1.0
 Focus,2019.0, 14998,Manual,7000,145,60.1,Petrol,1.0
 Focus,2018.0, 18499,Manual,14682,145,41.5,Petrol,2.0
 Focus,2014.0, 6800,Manual,53500,30,56.5,Petrol,1.0
 Focus,2017.0, 13298,Semi-Auto,9038,145,51.4,Petrol,1.0
 Focus,2018.0, 18498,Manual,21167,145,67.3,Diesel,2.0
 Focus,2019.0, 16998,Manual,19936,145,60.1,Petrol,1.0
 Focus,2017.0, 13398,Automatic,21649,145,46.3,Petrol,1.5
 Focus,2017.0, 17798,Manual,10345,145,41.5,Petrol,2.0
 Focus,2016.0, 9699,Manual,13480,20,60.1,Petrol,1.0
 Focus,2017.0, 16250,Manual,28113,145,67.3,Diesel,2.0
 Focus,2017.0, 10999,Manual,23973,150,60.1,Petrol,1.0
 Focus,2017.0, 10498,Manual,49485,0,74.3,Diesel,1.5
 Focus,2017.0, 11498,Manual,9148,145,61.4,Petrol,1.0
 Focus,2017.0, 12498,Semi-Auto,12244,125,51.4,Petrol,1.0
 Focus,2017.0, 11298,Manual,24386,0,74.3,Diesel,1.5
 Focus,2019.0, 18698,Manual,15365,145,60.1,Petrol,1.0
 Focus,2019.0, 16998,Manual,7924,145,80.7,Diesel,1.5
 Focus,2019.0, 15998,Automatic,11045,145,41.5,Petrol,1.0
 Focus,2017.0, 9998,Manual,22001,20,60.1,Petrol,1.0
 Focus,2017.0, 10900,Manual,25459,145,60.1,Petrol,1.0
 Focus,2017.0, 15500,Manual,19593,145,41.5,Petrol,2.0
 Focus,2017.0, 14998,Automatic,17028,150,46.3,Petrol,1.5
 Focus,2017.0, 17998,Manual,19525,145  ,41.5,Petrol,2.0
 Focus,2019.0, 16698,Manual,4542,145,60.1,Petrol,1.0
 Focus,2015.0, 12998,Manual,25878,20,67.3,Diesel,2.0
 Focus,2017.0, 12498,Manual,9338,145,60.1,Petrol,1.0
 Focus,2018.0, 11298,Semi-Auto,37880,150,74.3,Diesel,1.5
 Focus,2018.0, 15995,Manual,10500,145,60.1,Petrol,1.0
 Focus,2016.0, 15995,Manual,29600,20,67.3,Diesel,2.0
 Focus,2015.0, 7995,Manual,56655,20,67.3,Diesel,1.6
 Focus,2018.0, 12995,Manual,9781,145,60.1,Petrol,1.0
 Focus,2019.0, 15698,Manual,6953,145,60.1,Petrol,1.0
 Focus,2017.0, 9998,Semi-Auto,32384,125,51.4,Petrol,1.0
 Focus,2016.0, 10498,Manual,6989,20,61.4,Petrol,1.0
 Focus,2017.0, 10898,Manual,14050,145,60.1,Petrol,1.0
 Focus,2017.0, 16698,Manual,24498,145,67.3,Diesel,2.0
 Focus,2019.0, 15998,Manual,12699,145,60.1,Petrol,1.0
 Focus,2016.0, 8998,Manual,36087,0,74.3,Diesel,1.5
 Focus,2019.0, 14198,Manual,20205,150,58.9,Petrol,1.0
 Focus,2017.0, 11300,Manual,13300,145,60.1,Petrol,1.0
 Focus,2017.0, 10800,Manual,17668,145,60.1,Petrol,1.0
 Focus,2016.0, 8998,Manual,49080,0,74.3,Diesel,1.5
 Focus,2017.0, 16498,Manual,18506,20,67.3,Diesel,2.0
 Focus,2017.0, 18498,Semi-Auto,21183,145,61.4,Diesel,2.0
 Focus,2016.0, 8498,Manual,45256,20,60.1,Petrol,1.0
 Focus,2017.0, 9998,Manual,28761,20,60.1,Petrol,1.0
 Focus,2017.0, 16998,Manual,45854,150  ,41.5,Petrol,2.0
 Focus,2019.0, 16998,Manual,14206,150,60.1,Petrol,1.0
 Focus,2017.0, 16998,Automatic,30393,145,61.4,Diesel,2.0
 Focus,2019.0, 14498,Manual,14316,150,80.7,Diesel,1.5
 Focus,2019.0, 17998,Manual,12027,145,74.3,Diesel,1.5
 Focus,2019.0, 18391,Automatic,12821,145,50.4,Petrol,1.0
 Focus,2017.0, 10930,Manual,6471,20,61.4,Petrol,1.0
 Focus,2016.0, 7991,Manual,53922,20,60.1,Petrol,1.0
 Focus,2018.0, 11498,Manual,25464,145,60.1,Petrol,1.0
 Focus,2017.0, 12998,Manual,17307,145,74.3,Diesel,1.5
 Focus,2017.0, 18998,Manual,10222,145,41.5,Petrol,2.0
 Focus,2013.0, 6498,Manual,65125,145,47.9,Petrol,1.6
 Focus,2017.0, 10498,Manual,39539,20,60.1,Petrol,1.0
 Focus,2018.0, 13498,Manual,10150,145,58.9,Petrol,1.0
 Focus,2016.0, 9298,Manual,31685,0,74.3,Diesel,1.5
 Focus,2015.0, 7498,Manual,36462,20,60.1,Petrol,1.0
 Focus,2016.0, 9498,Manual,18154,20,60.1,Petrol,1.0
 Focus,2017.0, 15798,Manual,27532,145,67.3,Diesel,2.0
 Focus,2019.0, 17498,Manual,11184,145,60.1,Petrol,1.0
 Focus,2018.0, 20498,Manual,10249,145,41.5,Petrol,2.0
 Focus,2016.0, 9598,Manual,20340,0,74.3,Diesel,1.5
 Focus,2014.0, 8298,Manual,32541,20,67.3,Diesel,1.6
 Focus,2016.0, 10298,Manual,34211,20,60.1,Petrol,1.0
 Focus,2016.0, 10420,Manual,18913,20,60.1,Petrol,1.0
 Focus,2017.0, 17630,Manual,25526,145,41.5,Petrol,2.0
 Focus,2018.0, 18998,Manual,16312,145,67.3,Diesel,2.0
 Focus,2015.0, 8298,Manual,56282,20,67.3,Diesel,1.6
 Focus,2019.0, 17498,Automatic,11022,145,51.4,Petrol,1.0
 Focus,2019.0, 17498,Manual,7359,145,74.3,Diesel,1.5
 Focus,2019.0, 16998,Manual,8657,145,74.3,Diesel,1.5
 Focus,2015.0, 8498,Manual,31974,20,61.4,Petrol,1.0
 Focus,2016.0, 16798,Manual,15646,20,67.3,Diesel,2.0
 Focus,2017.0, 10698,Manual,11469,20,61.4,Petrol,1.0
 Focus,2014.0, 5998,Manual,62855,20,67.3,Diesel,1.6
 Focus,2017.0, 11998,Manual,28497,145,74.3,Diesel,1.5
 Focus,2017.0, 11600,Manual,27910,0,74.3,Diesel,1.5
 Focus,2017.0, 10900,Manual,13338,0,74.3,Diesel,1.5
 Focus,2017.0, 11200,Manual,15121,20,58.9,Petrol,1.0
 Focus,2017.0, 9250,Manual,38541,20,60.1,Petrol,1.0
 Focus,2016.0, 7000,Manual,82616,0,74.3,Diesel,1.5
 Focus,2019.0, 14000,Manual,11426,150,58.9,Petrol,1.0
 Focus,2017.0, 9998,Manual,13861,145,60.1,Petrol,1.0
 Focus,2019.0, 16250,Manual,11027,145,74.3,Diesel,1.5
 Focus,2019.0, 16250,Manual,13325,145,74.3,Diesel,1.5
 Focus,2019.0, 18450,Automatic,14464,145,54.3,Diesel,1.5
 Focus,2015.0, 9498,Manual,24717,20,60.1,Petrol,1.0
 Focus,2018.0, 20998,Manual,5757,145,41.5,Petrol,2.0
 Focus,2016.0, 9998,Manual,27193,0,74.3,Diesel,1.5
 Focus,2017.0, 15998,Manual,16290,20,67.3,Diesel,2.0
 Focus,2016.0, 14498,Manual,32263,200,41.5,Petrol,2.0
 Focus,2019.0, 18998,Automatic,11738,145,64.2,Diesel,2.0
 Focus,2019.0, 19798,Automatic,4797,145,64.2,Diesel,2.0
 Focus,2019.0, 19498,Automatic,8692,145,64.2,Diesel,2.0
 Focus,2019.0, 19998,Automatic,2451,145,64.2,Diesel,2.0
 Focus,2019.0, 19998,Automatic,6879,145,51.4,Diesel,2.0
 Focus,2018.0, 9950,Manual,19223,145,61.4,Petrol,1.0
 Focus,2016.0, 9998,Manual,3155,20,61.4,Petrol,1.0
 Focus,2018.0, 18390,Manual,14682,145,41.5,Petrol,2.0
 Focus,2017.0, 10795,Manual,22727,20,60.1,Petrol,1.0
 Focus,2019.0, 18298,Automatic,6269,145,74.3,Diesel,1.5
 Focus,2018.0, 17298,Manual,3124,145,60.1,Petrol,1.0
 Focus,2016.0, 14798,Manual,28576,20,67.3,Diesel,2.0
 Focus,2018.0, 11598,Manual,11654,145,61.4,Petrol,1.0
 Focus,2017.0, 17498,Manual,13558,200,41.5,Petrol,2.0
 Focus,2019.0, 15998,Manual,10386,145,49.6,Petrol,1.0
 Focus,2017.0, 9798,Manual,39763,0,74.3,Diesel,1.5
 Focus,2016.0, 10798,Manual,22904,0,74.3,Diesel,1.5
 Focus,2018.0, 15498,Manual,14579,145,60.1,Petrol,1.0
 Focus,2019.0, 16498,Manual,2936,145,60.1,Petrol,1.0
 Focus,2017.0, 10498,Manual,24741,20,60.1,Petrol,1.0
 Focus,2018.0, 11498,Manual,27277,145,74.3,Diesel,1.5
 Focus,2019.0, 18998,Automatic,7725,145,39.2,Petrol,1.5
 Focus,2019.0, 16998,Manual,15888,145,60.1,Petrol,1.0
 Focus,2016.0, 8798,Manual,47577,0,74.3,Diesel,1.5
 Focus,2017.0, 11698,Manual,17750,0,74.3,Diesel,1.5
 Focus,2019.0, 19300,Manual,2958,145,70.6,Diesel,2.0
 Focus,2017.0, 16890,Manual,23365,145,41.5,Petrol,2.0
 Focus,2016.0, 9420,Manual,34214,0,74.3,Diesel,1.5
 Focus,2019.0, 15390,Manual,5341,145,60.1,Petrol,1.0
 Focus,2019.0, 15370,Manual,6736,145,60.1,Petrol,1.0
 Focus,2015.0, 9230,Manual,27412,0,74.3,Diesel,1.5
 Focus,2017.0, 15591,Manual,45400,20,67.3,Diesel,2.0
 Focus,2019.0, 16640,Manual,7864,145,60.1,Petrol,1.0
 Focus,2018.0, 10700,Manual,28313,145,60.1,Petrol,1.0
 Focus,2018.0, 11000,Manual,11817,145,60.1,Petrol,1.0
 Focus,2019.0, 14998,Manual,7000,145,58.9,Petrol,1.0
 Focus,2019.0, 16899,Manual,7000,145,80.7,Diesel,1.5
 Focus,2016.0, 8998,Manual,43623,20,61.4,Petrol,1.0
 Focus,2019.0, 15995,Manual,6992,145,60.1,Petrol,1.0
 Focus,2016.0, 16998,Manual,17589,200,41.5,Petrol,2.0
 Focus,2017.0, 11998,Manual,7412,150,60.1,Petrol,1.0
 Focus,2019.0, 18998,Automatic,22246,150,64.2,Diesel,2.0
 Focus,2019.0, 16498,Manual,4930,145,60.1,Petrol,1.0
 Focus,2018.0, 19698,Manual,12011,145,41.5,Petrol,2.0
 Focus,2018.0, 19698,Manual,16548,145,41.5,Petrol,2.0
 Focus,2018.0, 12993,Manual,19135,145,57.7,Petrol,1.0
 Focus,2013.0, 6477,Manual,41250,30,56.5,Petrol,1.0
 Focus,2013.0, 6776,Manual,35490,20,67.3,Diesel,1.6
 Focus,2016.0, 7480,Manual,62595,0,74.3,Diesel,1.5
 Focus,2017.0, 16698,Manual,18633,200,41.5,Petrol,2.0
 Focus,2018.0, 13998,Manual,12024,145,58.9,Petrol,1.0
 Focus,2017.0, 11498,Manual,15378,20,61.4,Petrol,1.0
 Focus,2015.0, 7698,Manual,43361,20,60.1,Petrol,1.0
 Focus,2017.0, 38015,Manual,197,145,74.3,Diesel,1.5
 Focus,2017.0, 9495,Manual,50857,0,74.3,Diesel,1.5
 Focus,2019.0, 15998,Manual,4500,145,80.7,Diesel,1.5
 Focus,2016.0, 8489,Manual,61379,0,74.3,Diesel,1.5
 Focus,2018.0, 11995,Manual,10553,145,74.3,Diesel,1.5
 Focus,2019.0, 16698,Manual,18697,145,60.1,Petrol,1.0
 Focus,2019.0, 23698,Manual,5003,145,70.6,Diesel,2.0
 Focus,2019.0, 20398,Manual,6233,145,74.3,Diesel,1.5
 Focus,2016.0, 9998,Manual,21243,20,60.1,Petrol,1.0
 Focus,2018.0, 13998,Manual,10149,145,57.7,Petrol,1.0
 Focus,2018.0, 13698,Manual,13418,145,58.9,Petrol,1.0
 Focus,2016.0, 9698,Manual,20786,20,61.4,Petrol,1.0
 Focus,2018.0, 12998,Manual,15448,145,57.7,Petrol,1.0
 Focus,2018.0, 11650,Manual,17312,145,60.1,Petrol,1.0
 Focus,2017.0, 11450,Manual,18524,20,60.1,Petrol,1.0
 Focus,2019.0, 13998,Manual,16879,150,58.9,Petrol,1.0
 Focus,2019.0, 16998,Manual,19322,150,60.1,Petrol,1.0
 Focus,2016.0, 12698,Manual,7906,0,74.3,Diesel,1.5
 Focus,2015.0, 9498,Manual,22420,0,74.3,Diesel,1.5
 Focus,2015.0, 9798,Manual,18733,0,74.3,Diesel,1.5
 Focus,2016.0, 12998,Manual,41484,20,67.3,Diesel,2.0
 Focus,2019.0, 16998,Manual,6092,145,49.6,Petrol,1.0
 Focus,2017.0, 18998,Manual,11913,145,41.5,Petrol,2.0
 Focus,2018.0, 19498,Manual,19382,145,41.5,Petrol,2.0
 Focus,2019.0, 15298,Automatic,12779,145,48.7,Petrol,1.0
 Focus,2017.0, 14498,Manual,37886,20,67.3,Diesel,2.0
 Focus,2015.0, 9498,Manual,29901,0,74.3,Diesel,1.5
 Focus,2019.0, 16498,Manual,14645,150,60.1,Petrol,1.0
 Focus,2019.0, 25500,Manual,3011,145,34.5,Petrol,2.3
 Focus,2019.0, 25500,Manual,6338,145,34.5,Petrol,2.3
 Focus,2016.0, 9000,Manual,36565,0,74.3,Diesel,1.5
 Focus,2016.0, 13250,Manual,36638,20,67.3,Diesel,2.0
 Focus,2018.0, 11350,Manual,10051,145,60.1,Petrol,1.0
 Focus,2018.0, 11450,Manual,7680,145,60.1,Petrol,1.0
 Focus,2016.0, 10250,Manual,23256,125,51.4,Petrol,1.5
 Focus,2018.0, 18000,Manual,12907,145,41.5,Petrol,2.0
